group,names,scores,logfoldchanges,pvals,pvals_adj
34,Pga5,105.384636,6.626816,0.0,0.0
27,Pdgfrb,105.3245,4.8600054,0.0,0.0
24,Tie1,105.057594,4.3929663,0.0,0.0
33,Ints6l,104.94492,3.6278813,0.0,0.0
24,Igf2,104.84899,2.4951196,0.0,0.0
22,Pld4,104.61268,8.316212,0.0,0.0
24,Arap3,104.56822,4.2084994,0.0,0.0
16,Esam,104.219955,3.3422985,0.0,0.0
9,Ctla2a,104.103935,3.067343,0.0,0.0
24,Acvrl1,103.96614,3.6295083,0.0,0.0
35,Bcat1,103.75294,5.671567,0.0,0.0
24,Pecam1,103.74464,3.720936,0.0,0.0
22,Oas2,103.74024,4.789686,0.0,0.0
22,Unc93b1,103.53029,4.674545,0.0,0.0
34,Appl2,103.41534,2.387257,0.0,0.0
20,Tmprss2,103.413734,4.4826536,0.0,0.0
24,Eng,102.98935,3.7015724,0.0,0.0
27,Col1a1,102.9056,3.1350677,0.0,0.0
22,Zeb2,102.843575,3.3197134,0.0,0.0
35,C3,102.83943,7.409441,0.0,0.0
22,Dock2,102.78975,4.716791,0.0,0.0
22,Syk,102.53576,4.293223,0.0,0.0
27,Dlk1,102.00466,3.742015,0.0,0.0
24,Shank3,101.911285,4.566117,0.0,0.0
4,Ctla2a,101.85914,1.6061838,0.0,0.0
16,Rapgef5,101.83605,4.291804,0.0,0.0
4,Cxcl14,101.64227,2.699454,0.0,0.0
3,Car2,101.57093,4.537942,0.0,0.0
24,Icam2,101.4828,4.3246937,0.0,0.0
24,Rtl1,101.46924,5.227546,0.0,0.0
16,Ptprb,101.45547,4.4458914,0.0,0.0
34,Arfgap1,101.278984,2.0724363,0.0,0.0
24,Abi3,101.274574,4.261513,0.0,0.0
3,Sct,101.19789,4.028426,0.0,0.0
20,Echdc2,101.11385,3.6990552,0.0,0.0
24,Plagl1,101.019516,3.585385,0.0,0.0
26,Maf,100.935265,3.1083417,0.0,0.0
26,Smarca1,100.93209,4.6074142,0.0,0.0
22,Ptprc,100.823814,5.158499,0.0,0.0
22,Laptm5,100.69374,4.8074203,0.0,0.0
20,Slc16a3,100.644455,3.8809805,0.0,0.0
22,Prkcd,100.39165,3.0577404,0.0,0.0
33,Adamts9,99.98363,3.8123562,0.0,0.0
43,Hsd3b1,99.93589,9.167223,0.0,0.0
43,Vdr,99.93348,8.990961,0.0,0.0
22,Tyrobp,99.77233,4.9800277,0.0,0.0
35,Csf1,99.74935,7.7716174,0.0,0.0
33,Mybl2,99.71927,3.4188192,0.0,0.0
20,Fabp3,99.63627,3.3339908,0.0,0.0
16,Rasip1,99.53613,4.4622865,0.0,0.0
22,Sirpa,99.38666,4.5793686,0.0,0.0
3,Pla2g4d,99.069084,6.199585,0.0,0.0
35,Abcb1b,98.939545,8.124973,0.0,0.0
43,Fgb,98.52105,6.7534266,0.0,0.0
43,Myo15b,98.51415,6.6985583,0.0,0.0
20,Igfbp2,98.46938,4.393943,0.0,0.0
22,Mpeg1,98.34841,7.2529664,0.0,0.0
24,Ptprm,98.3117,3.4136884,0.0,0.0
43,Plgrkt,98.19294,4.4667625,0.0,0.0
20,Slc22a3,98.09769,5.6919312,0.0,0.0
35,F3,98.07549,5.967055,0.0,0.0
3,Anxa4,97.735435,3.7943997,0.0,0.0
43,Entpd2,97.5521,6.779826,0.0,0.0
16,Prkch,97.444435,3.1006434,0.0,0.0
3,Ada,97.36139,4.1977468,0.0,0.0
43,Apoa1,97.22608,5.498318,0.0,0.0
3,Serpinb9e,97.08031,4.8252163,0.0,0.0
33,Arfgap1,96.9717,1.9348804,0.0,0.0
3,Psg29,96.93794,4.5889444,0.0,0.0
43,Trf,96.69004,5.6093287,0.0,0.0
35,Atg9b,96.66759,6.5165434,0.0,0.0
33,Fst,96.557945,4.915299,0.0,0.0
43,Apoa4,96.413445,5.570501,0.0,0.0
35,Tmprss4,96.34058,8.87097,0.0,0.0
3,Septin5,96.29144,4.357893,0.0,0.0
35,Ivns1abp,96.26446,3.7254097,0.0,0.0
43,Slc23a3,96.24703,6.28399,0.0,0.0
22,Irf5,96.04364,6.6301403,0.0,0.0
3,Pla2g4f,96.0146,5.4323215,0.0,0.0
3,Pitrm1,95.81828,3.9660985,0.0,0.0
43,Pcyox1,95.758224,4.9339314,0.0,0.0
43,Ghr,95.47027,4.967915,0.0,0.0
16,Ptprm,95.278854,3.0694058,0.0,0.0
43,Fga,95.14736,6.0522947,0.0,0.0
33,P4ha2,95.07554,2.9603782,0.0,0.0
3,Anxa11,94.90991,3.3037953,0.0,0.0
3,Cacnb3,94.8846,4.2411647,0.0,0.0
43,Cdc73,94.49379,3.7894175,0.0,0.0
33,Hkdc1,94.48308,4.48008,0.0,0.0
43,Acox2,94.35056,6.9787326,0.0,0.0
20,Ldhb,94.32445,3.1848667,0.0,0.0
16,Fgd5,94.13285,4.0810776,0.0,0.0
3,Cdhr5,94.03185,4.860549,0.0,0.0
16,Tie1,93.812874,4.087724,0.0,0.0
33,Gdpd5,93.69232,3.0293498,0.0,0.0
16,Adgrf5,93.55369,2.7915487,0.0,0.0
43,Afp,93.40375,5.3407793,0.0,0.0
16,Cd34,93.24803,3.9053988,0.0,0.0
43,H6pd,93.15305,4.09463,0.0,0.0
36,Ighm,92.60076,10.373699,0.0,0.0
16,Ablim1,92.53995,3.3263247,0.0,0.0
20,Slc40a1,92.45761,3.6709876,0.0,0.0
43,Ctsh,91.95075,5.1440306,0.0,0.0
20,Tulp1,91.94137,4.2461824,0.0,0.0
3,Pappa2,91.549644,4.272278,0.0,0.0
16,Sox17,91.43999,3.6491835,0.0,0.0
16,Mecom,91.40737,5.623021,0.0,0.0
43,Dab2,91.38359,4.8205376,0.0,0.0
16,Hoxd9,91.36852,3.8921325,0.0,0.0
43,Epb41l4b,91.27916,4.6184487,0.0,0.0
35,Tgfb2,91.05845,5.637113,0.0,0.0
16,Arap3,90.94009,3.721464,0.0,0.0
3,Sri,90.888016,2.5411985,0.0,0.0
3,Plac8,90.775856,3.5196497,0.0,0.0
3,Rap1gap,90.665474,4.236634,0.0,0.0
16,Hoxd4,90.37113,3.826368,0.0,0.0
25,Egfl7,89.89142,6.055198,0.0,0.0
3,Rgs12,89.73182,4.0006766,0.0,0.0
3,Ano6,89.626114,3.4551756,0.0,0.0
35,Rgl3,89.60683,5.222702,0.0,0.0
36,Ighd,89.45542,12.091145,0.0,0.0
3,Tnfrsf9,88.91385,3.1159205,0.0,0.0
35,Sgms2,87.688156,6.1361704,0.0,0.0
35,Slc5a3,87.62899,4.1514583,0.0,0.0
35,Mecom,87.512115,5.839226,0.0,0.0
35,Pax8,87.42466,6.007773,0.0,0.0
36,Igkc,86.500404,11.704886,0.0,0.0
18,Lbp,86.209854,5.2314677,0.0,0.0
35,Guca2b,86.08208,6.393672,0.0,0.0
18,Col3a1,86.02208,4.8975205,0.0,0.0
9,Gpx3,85.05473,2.1500063,0.0,0.0
35,Padi1,84.9979,5.4752836,0.0,0.0
18,Ctla2a,84.62196,2.9056299,0.0,0.0
36,Cd74,83.64838,8.339011,0.0,0.0
9,Mmp14,83.59266,3.5219436,0.0,0.0
35,Tmc4,83.57091,2.939921,0.0,0.0
35,H6pd,83.49173,3.2644014,0.0,0.0
35,Atp6v0a4,83.424774,5.6432805,0.0,0.0
7,Abcc5,81.89765,4.6706786,0.0,0.0
25,Ptprb,81.25817,5.2927985,0.0,0.0
36,Syk,81.036964,6.017527,0.0,0.0
18,Gpx3,80.89078,2.5173614,0.0,0.0
18,Gatm,80.815506,4.954225,0.0,0.0
36,Cd79b,77.28876,10.157469,0.0,0.0
36,Cd19,76.29295,11.72859,0.0,0.0
9,Aebp1,76.00949,3.5154455,0.0,0.0
9,Cped1,75.95654,3.7065234,0.0,0.0
18,Adamtsl5,75.869446,4.123373,0.0,0.0
36,Shisa5,75.32376,3.8395343,0.0,0.0
29,Col1a1,75.316124,7.4257812,0.0,0.0
7,Ampd3,75.24212,4.715184,0.0,0.0
29,Col1a2,75.12958,6.8028235,0.0,0.0
36,Pax5,74.84202,11.658459,0.0,0.0
36,Cd79a,74.798386,9.873304,0.0,0.0
25,Fgd5,74.52789,4.506438,0.0,0.0
18,Tgfbr2,74.47212,3.328684,0.0,0.0
36,Cd37,74.27419,6.770149,0.0,0.0
36,Tbc1d10c,74.23455,6.098787,0.0,0.0
18,Serping1,73.77054,3.7817738,0.0,0.0
29,Col9a2,73.75608,9.577346,0.0,0.0
18,Aebp1,73.04024,3.9528537,0.0,0.0
25,Acer2,72.9123,4.4412932,0.0,0.0
18,Arap1,72.73407,3.0777016,0.0,0.0
25,Esam,72.59436,3.429588,0.0,0.0
18,Gas7,72.52727,4.0482364,0.0,0.0
9,Mmp2,72.02055,4.9625974,0.0,0.0
25,Plxnd1,72.006,3.5586176,0.0,0.0
36,H2-Aa,71.64286,8.13274,0.0,0.0
25,Pecam1,71.46794,3.7714832,0.0,0.0
36,Sell,71.460495,8.395797,0.0,0.0
25,Acvrl1,71.402985,3.6820512,0.0,0.0
18,Olr1,71.332825,4.3383784,0.0,0.0
25,Rasip1,71.30022,4.472707,0.0,0.0
25,Dock6,71.227264,3.006726,0.0,0.0
36,H2-Ab1,71.10852,7.4036846,0.0,0.0
29,Col3a1,70.82401,4.971397,0.0,0.0
18,Col5a2,70.79579,3.8013856,0.0,0.0
18,Parp3,70.78595,3.821386,0.0,0.0
9,Lrp1,70.74541,2.7000277,0.0,0.0
25,Ptprm,70.603325,3.3753998,0.0,0.0
18,Tacc1,70.54154,3.1916447,0.0,0.0
25,Calcrl,70.406204,4.2800765,0.0,0.0
36,Arhgap45,70.27008,4.904843,0.0,0.0
7,Wt1,70.16273,4.357019,0.0,0.0
25,Arap3,70.137436,4.108152,0.0,0.0
9,Rsrp1,70.006065,1.4094832,0.0,0.0
25,Ldb2,69.67488,4.4366517,0.0,0.0
29,Col11a1,69.12039,8.308871,0.0,0.0
25,Rapgef5,69.01976,4.02268,0.0,0.0
29,Col16a1,68.97511,6.274779,0.0,0.0
25,Clec14a,68.90003,4.7039523,0.0,0.0
25,Ccm2l,68.80161,4.6275234,0.0,0.0
18,Col5a1,68.798935,3.6952462,0.0,0.0
18,Dpep1,68.63218,5.755181,0.0,0.0
7,Sez6l,68.62213,4.371594,0.0,0.0
29,Tnc,68.288124,7.5784764,0.0,0.0
25,Mest,68.23787,3.926798,0.0,0.0
36,Apobec3,68.1766,4.6088605,0.0,0.0
7,Prl8a2,68.16542,3.4005973,0.0,0.0
7,Rassf8,68.147934,3.0487475,0.0,0.0
18,Acss3,68.143684,4.4169245,0.0,0.0
18,Lrp1,68.11287,3.177429,0.0,0.0
29,Col5a1,68.06276,4.91324,0.0,0.0
23,Csf3r,68.01122,10.761767,0.0,0.0
25,Shank3,67.37817,4.444761,0.0,0.0
25,Tie1,67.33513,4.149065,0.0,0.0
18,Vill,67.11468,3.306181,0.0,0.0
9,Htra3,66.74792,2.9018512,0.0,0.0
7,Aspg,66.476974,5.1058936,0.0,0.0
7,Dtna,66.38258,3.9647934,0.0,0.0
7,Itpk1,66.10632,3.3711925,0.0,0.0
7,Lgals3,65.986946,2.547753,0.0,0.0
9,Vmp1,65.91248,2.1972704,0.0,0.0
9,Zbtb16,65.91203,2.830069,0.0,0.0
7,Xdh,65.67231,3.7165203,0.0,0.0
7,Erv3,65.60288,3.8655717,0.0,0.0
7,Tnfaip2,65.43491,3.5609066,0.0,0.0
9,Col1a2,64.75295,3.0893097,0.0,0.0
9,Antxr1,64.624405,2.9054976,0.0,0.0
29,Gpc3,64.528946,5.091828,0.0,0.0
7,Pxk,64.46541,2.8791165,0.0,0.0
9,Lox,64.41432,3.4158268,0.0,0.0
7,Cdh3,64.41224,3.4052076,0.0,0.0
29,Dlk1,64.40779,4.7715487,0.0,0.0
29,Plagl1,64.35944,4.5939503,0.0,0.0
7,Adamts5,64.10061,5.9194264,0.0,0.0
7,Eif4g3,64.05976,2.50949,0.0,0.0
9,Pgr,64.0425,2.9920363,0.0,0.0
9,Pbx1,63.73359,2.7530975,0.0,0.0
7,Tcp11l2,63.67182,3.801514,0.0,0.0
36,Btla,63.538292,9.498705,0.0,0.0
29,Serpinh1,63.52837,2.5691926,0.0,0.0
7,Htra1,63.52059,5.0281897,0.0,0.0
7,Procr,63.381943,3.9509642,0.0,0.0
36,Arhgef18,62.994915,3.373167,0.0,0.0
9,Xdh,62.763855,2.8041313,0.0,0.0
29,Myh10,62.112045,4.0211964,0.0,0.0
29,Col27a1,61.921085,5.548311,0.0,0.0
29,Rcn3,61.870667,4.5952415,0.0,0.0
23,Slfn4,61.806747,8.869312,0.0,0.0
9,Txnip,61.535038,1.8882041,0.0,0.0
36,Dock2,61.454163,4.9377027,0.0,0.0
29,Thbs1,61.30529,5.4654098,0.0,0.0
29,Igf2,61.09815,2.73823,0.0,0.0
9,Meis2,60.82016,2.4215448,0.0,0.0
29,Hsd11b2,60.734158,5.535267,0.0,0.0
9,Mmp11,60.52413,3.966833,0.0,0.0
29,Pcdh7,59.805134,5.050759,0.0,0.0
29,Smarca1,56.710728,5.288184,0.0,0.0
23,Lilrb4a,54.73028,6.5572767,0.0,0.0
23,Grina,54.08227,3.117355,0.0,0.0
42,Ppl,53.08156,5.6624975,0.0,0.0
38,Gadd45b,51.74389,5.328972,0.0,0.0
23,Mxd1,51.51549,5.498221,0.0,0.0
23,Trim30b,51.479115,8.265942,0.0,0.0
30,Arhgap45,51.350273,5.8555126,0.0,0.0
23,Cd33,50.881527,7.752122,0.0,0.0
42,Upk3b,49.35747,8.049785,0.0,0.0
38,Txnip,49.064716,3.8107028,0.0,0.0
23,Cd300lf,48.41423,8.660927,0.0,0.0
23,Sorl1,47.736435,6.42338,0.0,0.0
23,Tyrobp,47.710968,5.4531407,0.0,0.0
42,Msln,47.52254,6.246796,0.0,0.0
38,Ppp1r15a,47.518604,4.3009124,0.0,0.0
23,Mcl1,47.28105,2.3859432,0.0,0.0
30,Itga2b,46.575947,8.48289,0.0,0.0
38,Plk2,46.481403,4.4903636,0.0,0.0
38,Ubc,46.17936,3.1028013,0.0,0.0
38,Mt2,45.926594,3.0932379,0.0,0.0
23,Pirb,45.499313,7.066495,0.0,0.0
30,Syk,45.343227,5.2653327,0.0,0.0
30,Bin2,45.144375,4.4068522,0.0,0.0
23,Srgn,45.027096,1.8257788,0.0,0.0
30,Rasgrp2,44.913223,6.267411,0.0,0.0
23,Il1b,44.615025,9.739008,0.0,0.0
42,Slc2a3,44.49769,4.6589475,0.0,0.0
23,Fmnl1,44.45096,5.5609713,0.0,0.0
23,Ncf2,43.954823,5.4260774,0.0,0.0
23,Rnf149,43.66312,4.037509,0.0,0.0
38,Junb,43.57914,4.8165627,0.0,0.0
30,Dgkz,43.51627,3.9301286,0.0,0.0
38,Tmsb10,43.51396,3.0146494,0.0,0.0
30,Arrb2,43.49717,4.6407304,0.0,0.0
23,Gsr,43.46107,3.8278313,0.0,0.0
38,Gadd45g,42.990974,3.7485695,0.0,0.0
30,Nbeal2,42.989082,4.358928,0.0,0.0
23,S100a8,42.632885,4.339728,0.0,0.0
30,P2rx1,42.263664,7.343393,0.0,0.0
23,S100a9,41.96017,9.109385,0.0,0.0
30,Treml2,41.891575,7.863346,0.0,0.0
30,Fyb,41.82776,5.507875,0.0,0.0
38,Ccn1,41.794285,3.935312,0.0,0.0
38,H3f3b,41.638885,3.5820684,0.0,0.0
42,Ptprf,41.582443,3.0506842,0.0,0.0
30,Dapp1,41.184677,5.458975,0.0,0.0
42,Ahnak,41.075577,2.0703301,0.0,0.0
30,Plek,40.856514,5.9000254,0.0,0.0
30,Fermt3,40.84201,5.981271,0.0,0.0
30,Mpl,40.55486,9.166287,0.0,0.0
38,Brd2,40.553043,2.5177503,0.0,0.0
38,Zfp36,40.524418,3.2355096,0.0,0.0
38,Nfkbia,40.32899,3.5916977,0.0,0.0
30,Irag2,40.160343,6.7700567,0.0,0.0
42,Evpl,39.989086,5.628785,0.0,0.0
38,Mt1,39.80128,2.7198493,0.0,0.0
30,Adgrg1,39.519005,3.4783652,0.0,0.0
42,Syt8,39.390823,6.135198,0.0,0.0
38,Hspb1,39.36419,3.4460814,0.0,0.0
42,Efna5,38.991913,4.7032757,0.0,0.0
38,Tob1,38.94047,3.7894135,0.0,0.0
30,Rbm38,38.93174,3.916007,0.0,0.0
42,Ptpn13,38.728477,3.0307589,0.0,0.0
38,Jund,38.62165,3.3061104,0.0,0.0
30,Mfsd2b,38.35884,6.253907,0.0,0.0
30,Lyl1,38.156742,5.61031,0.0,0.0
42,Cgn,37.772633,3.371573,0.0,0.0
42,Anxa2,37.686676,1.9752784,0.0,0.0
42,Slc39a8,37.56761,5.009909,7.267766502620305e-309,1.0661254400382248e-305
38,Tsc22d1,37.55864,2.0959046,1.0182630282658097e-308,8.82648906774045e-306
42,Krt8,37.526375,1.9201916,3.422338905988959e-308,4.66171449551496e-305
37,Mmrn1,37.396122,10.611713,4.517536997542365e-306,8.614943054313291e-302
38,Cited2,37.046574,2.0947506,2.0391425026783406e-300,1.6907151098293892e-297
37,Ltbp4,36.73456,7.3968077,2.051160404120627e-295,1.955781445329018e-291
42,Upk1b,36.701077,7.352003,7.020229216444946e-295,8.925051410507008e-292
42,Pmp22,36.65525,2.9928217,3.7744490639313076e-294,4.4986714780731276e-291
37,Flt4,35.707436,6.1474414,3.030649882990622e-279,1.926483108954372e-275
42,Emp1,35.540333,3.799065,1.1718611555706275e-276,1.3145524845136392e-273
37,Fgl2,35.118526,6.255213,3.5154845873220602e-270,1.676007277005792e-266
37,Lyve1,34.76037,7.207229,9.663794815282584e-265,3.6857713425487775e-261
42,Krt7,34.236866,2.569169,6.841143691280765e-257,7.247811677373565e-254
42,Il17re,33.906918,5.7864866,5.268183169588316e-252,5.287592265476272e-249
42,Lamc2,33.84516,5.0584335,4.2756656697006956e-251,4.076847216059613e-248
37,Ccl21a,33.37006,11.330506,3.72828211975348e-244,1.1849723337283144e-240
37,Lama4,32.201397,4.8482757,1.687110160941156e-227,4.596170109878263e-224
37,Ece1,31.50333,4.3142347,7.820505585314075e-218,1.8642130188992425e-214
37,Prox1,31.384491,7.9672346,3.2940535272830616e-216,6.979733418365331e-213
37,Egfl7,30.794016,4.847254,3.1514337987522913e-208,6.00978425422062e-205
37,Reln,30.660404,7.727929,1.9203873511023548e-206,3.329253344138355e-203
37,Map4k2,30.406796,4.151536,4.4666432476579096e-203,7.098240561069695e-200
37,Elk3,30.101166,4.202528,4.677992588327534e-199,6.862255281492775e-196
37,Stab1,29.69337,5.2014184,9.35130133347354e-194,1.2737808316381455e-190
37,Palm,29.189161,3.291577,2.662025623932983e-187,3.384321909893466e-184
37,Thy1,29.126055,5.4796486,1.6798228733342491e-186,2.0021388871552584e-183
37,Vim,28.845736,3.3755505,5.730900438861004e-183,6.428721845239961e-180
37,Nrp2,28.843271,5.5681524,6.153556264435754e-183,6.519350997932768e-180
37,Ntn1,28.736351,5.3024144,1.3414926620480914e-181,1.3464350034345843e-178
37,Adgrg3,28.664356,4.2634506,1.0618159274624472e-180,1.0124414868354434e-177
28,Tpm2,24.56002,5.5033107,3.380281187525918e-133,6.446196224611927e-129
28,Myh11,24.48665,9.673417,2.0495479118582673e-132,1.954243933956858e-128
28,Flna,24.469608,5.9465766,3.1126446793823917e-132,1.9786044678607403e-128
28,Actg2,24.314068,8.309316,1.3917565398370967e-130,6.635199303673359e-127
28,Tagln,24.094835,7.3570414,2.831622349918911e-128,1.0799807642590726e-124
28,Acta2,24.025908,6.9842706,1.49110780058505e-127,4.739237626192817e-124
28,Mylk,23.905094,5.8015566,2.7110388631713994e-126,7.385644445811226e-123
28,Fhl1,23.701254,5.7195687,3.4998857875632837e-124,8.342852746103978e-121
28,Dmpk,23.661251,6.670054,9.040902010742859e-124,1.915666681609626e-120
28,Tpm1,23.061037,3.9726202,1.1398799097209168e-117,2.1737509878377884e-114
28,Pdlim3,22.99392,7.4356456,5.362197695088564e-117,9.296100913212629e-114
28,Smtn,22.852846,4.2311716,1.369184911078799e-115,2.175863021189391e-112
28,Nrbp2,22.499613,4.8027515,4.187100013405095e-112,6.142153635048858e-109
28,Sorbs1,22.349024,3.745342,1.2341073599894327e-110,1.6810305253570342e-107
28,Ppp1r12a,22.109028,3.4455364,2.5878100224521708e-108,3.2899691418775265e-105
28,Fnbp1,21.834675,3.8748348,1.0871150561427415e-105,1.29570525754013e-102
28,Des,21.548113,4.18189,5.514880691700762e-103,6.186398517101972e-100
28,Synpo2,21.5223,6.217638,9.626568226401008e-103,1.0198814226525957e-99
28,Cnn1,21.385784,8.230055,1.8121305366021534e-101,1.818806807000161e-98
28,Cacna1c,21.372952,7.2858496,2.3856204198789516e-101,2.27468907035458e-98
44,Itih2,20.188654,9.682438,1.231765181240483e-90,2.3489762006256014e-86
44,Alb,19.752325,8.059729,7.660902255193828e-87,7.304670300327316e-83
44,Dlk1,18.810772,5.9057417,6.163266651576927e-79,3.917783168185733e-75
44,Serpinf2,18.46617,8.073166,3.8655708222993715e-76,1.8429108895312255e-72
41,Gria2,18.21927,11.608881,3.62956905421896e-74,6.921588186395557e-70
41,Ptprs,17.93658,3.9492702,6.110070970814955e-72,5.82595267067206e-68
44,Ambp,17.599209,8.530991,2.4978852593140755e-69,9.526934379023883e-66
44,A1cf,17.564886,8.182765,4.576056839244784e-69,1.4544233987399671e-65
41,Ank3,17.481798,4.34547,1.971835863322686e-68,1.2534303304521207e-64
44,Mlxipl,17.4538,7.3812237,3.220730282093419e-68,8.7741894970745e-65
44,Serpina6,17.368765,12.382402,1.4225282810045254e-67,3.390951789844538e-64
44,Gpc3,17.279062,5.2605767,6.763886840408742e-67,1.4331924671843857e-63
41,Ank2,17.173956,4.472268,4.1606867799178217e-66,1.9836074223258217e-62
44,Glud1,17.103434,3.8482296,1.399126177719167e-65,2.600263496413628e-62
44,Afp,17.09938,4.518044,1.4998897986654382e-65,2.600263496413628e-62
44,Itih1,16.951853,6.9737396,1.864814251757562e-64,2.963500648418059e-61
44,Rbp4,16.779425,4.4891415,3.4516648785666563e-63,5.063326864174318e-60
44,Plg,16.6367,7.577391,3.7788031290094807e-62,5.147269690729342e-59
41,Rundc3a,16.238962,7.62464,2.6741120008444132e-59,1.0199063171220592e-55
44,Onecut2,16.201822,7.627705,4.8955227149143315e-59,6.223841211561087e-56
44,Trf,16.169416,3.8574648,8.28794738668829e-59,9.878197291509108e-56
44,Prodh2,16.085001,7.217857,3.2504810373341566e-58,3.6462749048213155e-55
44,C3,15.857159,5.1632314,1.2544274928860189e-56,1.3289962382964655e-53
44,F2,15.755945,5.0677667,6.251723753798805e-56,6.274756420260169e-53
41,Ctnna2,15.709215,8.07739,1.3078794692146328e-55,4.156876912987175e-52
44,Prox1,15.698869,7.236978,1.5396202017937017e-55,1.4680278624102946e-52
41,Kif1a,15.615952,7.196249,5.669267189729514e-55,1.5444703615448833e-51
41,Snrpn,15.53098,3.7463474,2.1408283014157236e-54,5.103199463499731e-51
41,Septin3,15.385985,8.231435,2.0325731818335917e-53,4.3067967308407325e-50
41,Podxl2,15.277291,6.6640077,1.0835193030599028e-52,2.0662713109352346e-49
41,Elavl3,15.029655,7.053882,4.694405451239055e-51,8.138391995920798e-48
41,Dclk1,14.330683,5.867552,1.4073029489942417e-46,2.064405172101553e-43
41,Arpp21,14.261207,9.266557,3.817955106567838e-46,5.200600277303476e-43
41,Soga3,13.986574,7.7647505,1.882635910918083e-44,2.1118745188945788e-41
41,Bin1,13.975334,3.403794,2.2047565449922757e-44,2.335817072944594e-41
41,Agap2,13.894371,6.055121,6.852235129452099e-44,6.877480206244817e-41
41,Nrxn2,13.619261,7.579894,3.076666201258637e-42,2.9336012229001103e-39
41,Brsk2,13.607303,9.330699,3.623737102624204e-42,3.1796805169775294e-39
41,Dbn1,13.606411,3.6281555,3.668220837624837e-42,3.1796805169775294e-39
41,Nfasc,13.588117,8.97638,4.7104427266064896e-42,3.905571425929815e-39
